section,year,fleet,age,observed,predicted,residual,abs_residual
age_residual,2003,longline,7,0.33829803,0.355040983440997,-0.016742953440997,0.016742953440997
age_residual,2003,longline,8,0.31555461,0.282350101294199,0.0332045087058009,0.0332045087058009
age_residual,2003,longline,9,0.12880376,0.134794553006207,-0.00599079300620728,0.00599079300620728
age_residual,2003,longline,10,0.02300708,0.0262908261706153,-0.00328374617061526,0.00328374617061526
age_residual,2003,purse_seine,1,0.19356058,0.185504941917339,0.00805563808266063,0.00805563808266063
age_residual,2003,purse_seine,2,0.42286186,0.418772412307881,0.00408944769211939,0.00408944769211939
age_residual,2003,purse_seine,3,0.30504745,0.313187094046148,-0.00813964404614814,0.00813964404614814
age_residual,2003,purse_seine,4,0.07266471,0.0691994046575854,0.00346530534241457,0.00346530534241457
age_residual,2003,purse_seine,5,0.00571567,0.00843528290931906,-0.00271961290931906,0.00271961290931906
age_residual,2003,purse_seine,6,0.00014846,0.00266128065952117,-0.00251282065952117,0.00251282065952117
age_residual,2003,purse_seine,7,1.27e-06,0.00132042928692139,-0.00131915928692139,0.00131915928692139
age_residual,2003,purse_seine,8,0,0.000507758553299148,-0.000507758553299148,0.000507758553299148
age_residual,2003,purse_seine,9,0,0.000216364108022284,-0.000216364108022284,0.000216364108022284
age_residual,2003,purse_seine,10,0,0.0001950315539635,-0.0001950315539635,0.0001950315539635
age_residual,2004,longline,1,1e-08,0.00114674017015416,-0.00114673017015416,0.00114673017015416
age_residual,2004,longline,2,1.91e-06,0.00170856827078639,-0.00170665827078639,0.00170665827078639
age_residual,2004,longline,3,0.00011181,0.00247430665215262,-0.00236249665215262,0.00236249665215262
age_residual,2004,longline,4,0.00286271,0.00499527609043506,-0.00213256609043506,0.00213256609043506
age_residual,2004,longline,5,0.03207369,0.0323142214537144,-0.000240531453714388,0.000240531453714388
age_residual,2004,longline,6,0.15725327,0.157235786963835,1.7483036164917e-05,1.7483036164917e-05
age_residual,2004,longline,7,0.33738781,0.355539308610493,-0.0181514986104934,0.0181514986104934
age_residual,2004,longline,8,0.31676562,0.283293098812498,0.0334725211875024,0.0334725211875024
age_residual,2004,longline,9,0.13014445,0.135564652002255,-0.00542020200225496,0.00542020200225496
age_residual,2004,longline,10,0.02339872,0.0257280409736761,-0.0023293209736761,0.0023293209736761
age_residual,2004,purse_seine,1,0.19284192,0.184922100472338,0.0079198195276621,0.0079198195276621
age_residual,2004,purse_seine,2,0.42252208,0.418993210328956,0.00352886967104388,0.00352886967104388
age_residual,2004,purse_seine,3,0.3056924,0.312934558025556,-0.00724215802555622,0.00724215802555622
age_residual,2004,purse_seine,4,0.07303098,0.0696959556676901,0.00333502433230987,0.00333502433230987
age_residual,2004,purse_seine,5,0.00576125,0.00850299609060714,-0.00274174609060714,0.00274174609060714
age_residual,2004,purse_seine,6,0.00015008,0.00267803947644275,-0.00252795947644275,0.00252795947644275
age_residual,2004,purse_seine,7,1.29e-06,0.00134172913295336,-0.00134043913295336,0.00134043913295336
age_residual,2004,purse_seine,8,0,0.000516946811176975,-0.000516946811176975,0.000516946811176975
age_residual,2004,purse_seine,9,0,0.000220800424990846,-0.000220800424990846,0.000220800424990846
age_residual,2004,purse_seine,10,0,0.00019366356928856,-0.00019366356928856,0.00019366356928856
age_residual,2005,longline,1,1.00000001e-08,0.00113076270259372,-0.00113075270259362,0.00113075270259362
age_residual,2005,longline,2,1.8400000184e-06,0.00168508437723292,-0.00168324437721452,0.00168324437721452
age_residual,2005,longline,3,0.0001086300010863,0.00244927994068866,-0.00234064993960236,0.00234064993960236
age_residual,2005,longline,4,0.0027995200279952,0.00493815988052058,-0.00213863985252538,0.00213863985252538
age_residual,2005,longline,5,0.031571100315711,0.0321999277754767,-0.000628827459765668,0.000628827459765668
age_residual,2005,longline,6,0.155802371558024,0.156812148952501,-0.00100977739447755,0.00100977739447755
age_residual,2005,longline,7,0.33646304336463,0.353972808434359,-0.0175097650697289,0.0175097650697289
age_residual,2005,longline,8,0.317965213179652,0.284801109991574,0.0331641031880777,0.0331641031880777
age_residual,2005,longline,9,0.131492441314924,0.136549796609532,-0.0050573552946073,0.0050573552946073
age_residual,2005,longline,10,0.0237958302379583,0.0254609213355205,-0.00166509109756223,0.00166509109756223
age_residual,2005,purse_seine,1,0.192124681921247,0.184623561559937,0.00750112036130937,0.00750112036130937
age_residual,2005,purse_seine,2,0.422179814221798,0.418396611236006,0.00378320298579171,0.00378320298579171
age_residual,2005,purse_seine,3,0.306336703063367,0.313639163257402,-0.0073024601940348,0.0073024601940348
age_residual,2005,purse_seine,4,0.0733986207339862,0.0697597772522195,0.00363884348176671,0.00363884348176671
age_residual,2005,purse_seine,5,0.0058071600580716,0.00857877026466056,-0.00277161020658896,0.00277161020658896
age_residual,2005,purse_seine,6,0.0001517100015171,0.0027041896116785,-0.0025524796101614,0.0025524796101614
age_residual,2005,purse_seine,7,1.3100000131e-06,0.00135250533066713,-0.00135119533065403,0.00135119533065403
age_residual,2005,purse_seine,8,0,0.000526190982357261,-0.000526190982357261,0.000526190982357261
age_residual,2005,purse_seine,9,0,0.000225183392004061,-0.000225183392004061,0.000225183392004061
age_residual,2005,purse_seine,10,0,0.000194047113067419,-0.000194047113067419,0.000194047113067419
age_residual,2006,longline,1,1.00000001e-08,0.00111796767938428,-0.00111795767938418,0.00111795767938418
age_residual,2006,longline,2,1.7800000178e-06,0.00166605547793318,-0.00166427547791538,0.00166427547791538
age_residual,2006,longline,3,0.0001055400010554,0.00242208342947061,-0.00231654342841521,0.00231654342841521
age_residual,2006,longline,4,0.002737600027376,0.00490130137219241,-0.00216370134481641,0.00216370134481641
age_residual,2006,longline,5,0.0310748103107481,0.0319169883522536,-0.000842178041505458,0.000842178041505458
age_residual,2006,longline,6,0.154357061543571,0.156675924004132,-0.00231886246056096,0.00231886246056096
age_residual,2006,longline,7,0.335523843355238,0.353964385260677,-0.0184405419054387,0.0184405419054387
age_residual,2006,longline,8,0.319153213191532,0.284305533940282,0.0348476792512505,0.0348476792512505
age_residual,2006,longline,9,0.132847681328477,0.137644257627214,-0.00479657629873689,0.00479657629873689
age_residual,2006,longline,10,0.0241984602419846,0.025385502856462,-0.00118704261447738,0.00118704261447738
age_residual,2006,purse_seine,1,0.191408848085912,0.184545017855827,0.00686383023008436,0.00686383023008436
age_residual,2006,purse_seine,2,0.421835055781649,0.418228276689283,0.00360677909236673,0.00360677909236673
age_residual,2006,purse_seine,3,0.306980366930196,0.313572801976566,-0.00659243504636975,0.00659243504636975
age_residual,2006,purse_seine,4,0.0737676292623237,0.070001729992274,0.00376589927004967,0.00376589927004967
age_residual,2006,purse_seine,5,0.005853399941466,0.00859705039836379,-0.00274365045689779,0.00274365045689779
age_residual,2006,purse_seine,6,0.0001533699984663,0.00273160013611472,-0.00257823013764842,0.00257823013764842
age_residual,2006,purse_seine,7,1.3299999867e-06,0.0013673700973958,-0.0013660400974091,0.0013660400974091
age_residual,2006,purse_seine,8,0,0.000531061067404305,-0.000531061067404305,0.000531061067404305
age_residual,2006,purse_seine,9,0,0.000229488445591822,-0.000229488445591822,0.000229488445591822
age_residual,2006,purse_seine,10,0,0.000195603341179524,-0.000195603341179524,0.000195603341179524
age_residual,2007,longline,1,1.00000001e-08,0.00110722728125665,-0.00110721728125655,0.00110721728125655
age_residual,2007,longline,2,1.7200000172e-06,0.00165097042971091,-0.00164925042969371,0.00164925042969371
age_residual,2007,longline,3,0.0001025300010253,0.002400208492208,-0.0022976784911827,0.0022976784911827
age_residual,2007,longline,4,0.002676900026769,0.00485796233102422,-0.00218106230425522,0.00218106230425522
age_residual,2007,longline,5,0.0305847903058479,0.0317512062061369,-0.00116641590028899,0.00116641590028899
age_residual,2007,longline,6,0.152917431529174,0.155654376094422,-0.00273694456524726,0.00273694456524726
age_residual,2007,longline,7,0.334570373345704,0.354465676404341,-0.0198953030586373,0.0198953030586373
age_residual,2007,longline,8,0.320329473203295,0.284948937141173,0.0353805360621222,0.0353805360621222
age_residual,2007,longline,9,0.134210121342101,0.137718979602064,-0.00350885825996328,0.00350885825996328
age_residual,2007,longline,10,0.0246066502460665,0.0254444560176637,-0.000837805771597158,0.000837805771597158
age_residual,2007,purse_seine,1,0.19069444,0.184444897502028,0.00624954249797186,0.00624954249797186
age_residual,2007,purse_seine,2,0.42148783,0.418234658041617,0.00325317195838254,0.00325317195838254
age_residual,2007,purse_seine,3,0.30762337,0.313584831250655,-0.00596146125065494,0.00596146125065494
age_residual,2007,purse_seine,4,0.074138,0.0700177739515803,0.00412022604841966,0.00412022604841966
age_residual,2007,purse_seine,5,0.00589997,0.00863067149593,-0.00273070149593,0.00273070149593
age_residual,2007,purse_seine,6,0.00015504,0.00273862763745353,-0.00258358763745353,0.00258358763745353
age_residual,2007,purse_seine,7,1.35e-06,0.00138183914031615,-0.00138048914031615,0.00138048914031615
age_residual,2007,purse_seine,8,0,0.000537134419488339,-0.000537134419488339,0.000537134419488339
age_residual,2007,purse_seine,9,0,0.000231714554336619,-0.000231714554336619,0.000231714554336619
age_residual,2007,purse_seine,10,0,0.000197852006594581,-0.000197852006594581,0.000197852006594581
age_residual,2008,longline,1,9.9999998e-09,0.00109893237229212,-0.00109892237229232,0.00109892237229232
age_residual,2008,longline,2,1.6599999668e-06,0.00163958769314755,-0.00163792769318075,0.00163792769318075
age_residual,2008,longline,3,9.9599998008e-05,0.00238499036674707,-0.00228539036873907,0.00228539036873907
age_residual,2008,longline,4,0.0026174299476514,0.00482727274798894,-0.00220984280033754,0.00220984280033754
age_residual,2008,longline,5,0.0301009693979806,0.0315566424733321,-0.00145567307535146,0.00145567307535146
age_residual,2008,longline,6,0.151483586970328,0.155269975232308,-0.00378638826198013,0.00378638826198013
age_residual,2008,longline,7,0.333602763327945,0.353118998173323,-0.0195162348453782,0.0195162348453782
age_residual,2008,longline,8,0.321493833570123,0.286134014283082,0.0353598192870417,0.0353598192870417
age_residual,2008,longline,9,0.135579677288406,0.138408687314147,-0.00282901002574049,0.00282901002574049
age_residual,2008,longline,10,0.0250204694995906,0.0255608993436326,-0.000540429844041974,0.000540429844041974
age_residual,2008,purse_seine,1,0.189981461899815,0.184308388758948,0.0056730731408664,0.0056730731408664
age_residual,2008,purse_seine,2,0.421138134211381,0.418176517894678,0.00296161631670333,0.00296161631670333
age_residual,2008,purse_seine,3,0.308265693082657,0.313716221853228,-0.00545052877057112,0.00545052877057112
age_residual,2008,purse_seine,4,0.0745097507450975,0.0700487294151998,0.00446102132989774,0.00446102132989774
age_residual,2008,purse_seine,5,0.0059468700594687,0.0086361348617546,-0.0026892648022859,0.0026892648022859
age_residual,2008,purse_seine,6,0.0001567300015673,0.00275044777708587,-0.00259371777551857,0.00259371777551857
age_residual,2008,purse_seine,7,1.3600000136e-06,0.00138595348101902,-0.00138459348100542,0.00138459348100542
age_residual,2008,purse_seine,8,0,0.000543037344920431,-0.000543037344920431,0.000543037344920431
age_residual,2008,purse_seine,9,0,0.000234459122326696,-0.000234459122326696,0.000234459122326696
age_residual,2008,purse_seine,10,0,0.000200109490839545,-0.000200109490839545,0.000200109490839545
age_residual,2009,longline,1,1e-08,0.00109195579679463,-0.00109194579679463,0.00109194579679463
age_residual,2009,longline,2,1.6e-06,0.0016313557357678,-0.0016297557357678,0.0016297557357678
age_residual,2009,longline,3,9.675e-05,0.00237444338884028,-0.00227769338884028,0.00227769338884028
age_residual,2009,longline,4,0.00255914,0.00480860755434888,-0.00224946755434888,0.00224946755434888
age_residual,2009,longline,5,0.02962331,0.0314353514138941,-0.00181204141389411,0.00181204141389411
age_residual,2009,longline,6,0.15005561,0.154702695234073,-0.00464708523407251,0.00464708523407251
age_residual,2009,longline,7,0.33262117,0.353123863780189,-0.0205026937801885,0.0205026937801885
age_residual,2009,longline,8,0.32264615,0.285756566420478,0.0368895835795219,0.0368895835795219
age_residual,2009,longline,9,0.1369563,0.139330319026438,-0.00237401902643802,0.00237401902643802
age_residual,2009,longline,10,0.02543996,0.025744841649177,-0.00030488164917699,0.00030488164917699
age_residual,2009,purse_seine,1,0.1892699,0.184052820118897,0.0052170798811032,0.0052170798811032
age_residual,2009,purse_seine,2,0.42078597,0.418154667689335,0.00263130231066516,0.00263130231066516
age_residual,2009,purse_seine,3,0.30890734,0.313888532126171,-0.00498119212617093,0.00498119212617093
age_residual,2009,purse_seine,4,0.07488287,0.0701263187473055,0.0047565512526945,0.0047565512526945
age_residual,2009,purse_seine,5,0.0059941,0.0086459004054395,-0.00265180040543951,0.00265180040543951
age_residual,2009,purse_seine,6,0.00015844,0.00275408336667681,-0.00259564336667681,0.00259564336667681
age_residual,2009,purse_seine,7,1.38e-06,0.00139289352735626,-0.00139151352735626,0.00139151352735626
age_residual,2009,purse_seine,8,0,0.000545029125499248,-0.000545029125499248,0.000545029125499248
age_residual,2009,purse_seine,9,0,0.000237198915616709,-0.000237198915616709,0.000237198915616709
age_residual,2009,purse_seine,10,0,0.000202555977703547,-0.000202555977703547,0.000202555977703547
age_residual,2010,longline,1,1.00000001e-08,0.00108732432528205,-0.00108731432528195,0.00108731432528195
age_residual,2010,longline,2,1.5400000154e-06,0.00162433725913293,-0.00162279725911753,0.00162279725911753
age_residual,2010,longline,3,9.39700009397e-05,0.00236738714460411,-0.00227341714366441,0.00227341714366441
age_residual,2010,longline,4,0.0025020200250202,0.00479720155414172,-0.00229518152912152,0.00229518152912152
age_residual,2010,longline,5,0.0291517502915175,0.0313782888934218,-0.00222653860190433,0.00222653860190433
age_residual,2010,longline,6,0.148633601486336,0.154425441329381,-0.00579183984304513,0.00579183984304513
age_residual,2010,longline,7,0.331625743316257,0.352558268831342,-0.0209325255150847,0.0209325255150847
age_residual,2010,longline,8,0.323786253237863,0.286348982228745,0.0374372710091176,0.0374372710091176
age_residual,2010,longline,9,0.138339921383399,0.139433074444258,-0.00109315306085847,0.00109315306085847
age_residual,2010,longline,10,0.0258651902586519,0.0259796939896914,-0.000114503731039481,0.000114503731039481
age_residual,2010,purse_seine,1,0.18855977,0.183952517496911,0.00460725250308891,0.00460725250308891
age_residual,2010,purse_seine,2,0.42043134,0.417901273593673,0.0025300664063268,0.0025300664063268
age_residual,2010,purse_seine,3,0.30954829,0.314117496924013,-0.00456920692401253,0.00456920692401253
age_residual,2010,purse_seine,4,0.07525737,0.0702196865268335,0.00503768347316649,0.00503768347316649
age_residual,2010,purse_seine,5,0.00604167,0.00866224333641885,-0.00262057333641885,0.00262057333641885
age_residual,2010,purse_seine,6,0.00016016,0.00275935302784039,-0.00259919302784039,0.00259919302784039
age_residual,2010,purse_seine,7,1.4e-06,0.00139582499556752,-0.00139442499556752,0.00139442499556752
age_residual,2010,purse_seine,8,0,0.000548186516937873,-0.000548186516937873,0.000548186516937873
age_residual,2010,purse_seine,9,0,0.000238255033693851,-0.000238255033693851,0.000238255033693851
age_residual,2010,purse_seine,10,0,0.000205162548111177,-0.000205162548111177,0.000205162548111177
age_residual,2011,longline,1,1e-08,0.00108543392219452,-0.00108542392219452,0.00108542392219452
age_residual,2011,longline,2,1.49e-06,0.00161908845723069,-0.00161759845723069,0.00161759845723069
age_residual,2011,longline,3,9.127e-05,0.00235959323014345,-0.00226832323014345,0.00226832323014345
age_residual,2011,longline,4,0.00244606,0.00478779729993728,-0.00234173729993728,0.00234173729993728
age_residual,2011,longline,5,0.02868626,0.0313356142961972,-0.00264935429619718,0.00264935429619718
age_residual,2011,longline,6,0.14721763,0.154301487616946,-0.00708385761694613,0.00708385761694613
age_residual,2011,longline,7,0.33061661,0.352283417319587,-0.0216668073195868,0.0216668073195868
age_residual,2011,longline,8,0.324914,0.286180346718394,0.0387336532816056,0.0387336532816056
age_residual,2011,longline,9,0.13973048,0.139863873871888,-0.00013339387188846,0.00013339387188846
age_residual,2011,longline,10,0.02629619,0.0261833472674809,0.000112842732519092,0.000112842732519092
age_residual,2011,purse_seine,1,0.18785107,0.184158484018166,0.00369258598183411,0.00369258598183411
age_residual,2011,purse_seine,2,0.42007426,0.417743570521001,0.002330689478999,0.002330689478999
age_residual,2011,purse_seine,3,0.31018854,0.313979789484013,-0.00379124948401344,0.00379124948401344
age_residual,2011,purse_seine,4,0.07563324,0.0702826916463997,0.00535054835360034,0.00535054835360034
age_residual,2011,purse_seine,5,0.00608957,0.00867523093881044,-0.00258566093881044,0.00258566093881044
age_residual,2011,purse_seine,6,0.0001619,0.00276503248747463,-0.00260313248747463,0.00260313248747463
age_residual,2011,purse_seine,7,1.42e-06,0.00139873027803594,-0.00139731027803594,0.00139731027803594
age_residual,2011,purse_seine,8,0,0.000549432342316298,-0.000549432342316298,0.000549432342316298
age_residual,2011,purse_seine,9,0,0.000239675445711593,-0.000239675445711593,0.000239675445711593
age_residual,2011,purse_seine,10,0,0.000207362838071077,-0.000207362838071077,0.000207362838071077
age_residual,2012,longline,1,1e-08,0.00108845532746304,-0.00108844532746304,0.00108844532746304
age_residual,2012,longline,2,1.44e-06,0.0016174254703828,-0.0016159854703828,0.0016159854703828
age_residual,2012,longline,3,8.865e-05,0.00235364482724935,-0.00226499482724935,0.00226499482724935
age_residual,2012,longline,4,0.00239123,0.00477543597899449,-0.00238420597899449,0.00238420597899449
age_residual,2012,longline,5,0.02822678,0.0312964745130591,-0.00306969451305907,0.00306969451305907
age_residual,2012,longline,6,0.14580781,0.154201459419581,-0.00839364941958051,0.00839364941958051
age_residual,2012,longline,7,0.32959393,0.352251521502692,-0.0226575915026916,0.0226575915026916
age_residual,2012,longline,8,0.32602924,0.286161047076498,0.0398681929235018,0.0398681929235018
age_residual,2012,longline,9,0.14112789,0.139881129275727,0.00124676072427285,0.00124676072427285
age_residual,2012,longline,10,0.02673302,0.0263734066083538,0.000359613391646207,0.000359613391646207
age_residual,2012,purse_seine,1,0.187143801871438,0.184837587312537,0.00230621455890084,0.00230621455890084
age_residual,2012,purse_seine,2,0.419714724197147,0.417690710119779,0.00202401407736863,0.00202401407736863
age_residual,2012,purse_seine,3,0.310828063108281,0.313470603501533,-0.00264254039325196,0.00264254039325196
age_residual,2012,purse_seine,4,0.0760104907601049,0.0701644294000966,0.00584606136000834,0.00584606136000834
age_residual,2012,purse_seine,5,0.0061378200613782,0.00867220609351403,-0.00253438603213583,0.00253438603213583
age_residual,2012,purse_seine,6,0.0001636600016366,0.0027657310784889,-0.0026020710768523,0.0026020710768523
age_residual,2012,purse_seine,7,1.4400000144e-06,0.00139986447934703,-0.00139842447933263,0.00139842447933263
age_residual,2012,purse_seine,8,0,0.000549890569724267,-0.000549890569724267,0.000549890569724267
age_residual,2012,purse_seine,9,0,0.000239921109476816,-0.000239921109476816,0.000239921109476816
age_residual,2012,purse_seine,10,0,0.000209056335504225,-0.000209056335504225,0.000209056335504225
age_residual,2013,longline,1,9.9999999e-09,0.00108248128783206,-0.00108247128783216,0.00108247128783216
age_residual,2013,longline,2,1.3899999861e-06,0.00162259830327349,-0.00162120830328739,0.00162120830328739
age_residual,2013,longline,3,8.60899991391e-05,0.00235219947445193,-0.00226610947531283,0.00226610947531283
age_residual,2013,longline,4,0.0023375099766249,0.00476536678075615,-0.00242785680413125,0.00242785680413125
age_residual,2013,longline,5,0.0277732597222674,0.0312285780670889,-0.00345531834482147,0.00345531834482147
age_residual,2013,longline,6,0.144404208555958,0.154072528323597,-0.00966831976763952,0.00966831976763952
age_residual,2013,longline,7,0.328557856714421,0.352168712007723,-0.0236108552933017,0.0236108552933017
age_residual,2013,longline,8,0.327131826728682,0.286253439533247,0.0408783871954346,0.0408783871954346
age_residual,2013,longline,9,0.142532098574679,0.13992952531642,0.00260257325825855,0.00260257325825855
age_residual,2013,longline,10,0.0271757497282425,0.0265245709056096,0.000651178822632926,0.000651178822632926
age_residual,2013,purse_seine,1,0.18643798,0.183830280807689,0.00260769919231096,0.00260769919231096
age_residual,2013,purse_seine,2,0.41935273,0.419042938998595,0.000309791001405435,0.000309791001405435
age_residual,2013,purse_seine,3,0.31146686,0.313290346352338,-0.00182348635233825,0.00182348635233825
age_residual,2013,purse_seine,4,0.07638912,0.0700192210223262,0.00636989897767379,0.00636989897767379
age_residual,2013,purse_seine,5,0.00618641,0.00865373025134359,-0.00246732025134359,0.00246732025134359
age_residual,2013,purse_seine,6,0.00016544,0.00276352658242467,-0.00259808658242467,0.00259808658242467
age_residual,2013,purse_seine,7,1.46e-06,0.00139959008209191,-0.00139813008209191,0.00139813008209191
age_residual,2013,purse_seine,8,0,0.000550089608002981,-0.000550089608002981,0.000550089608002981
age_residual,2013,purse_seine,9,0,0.000240013496312971,-0.000240013496312971,0.000240013496312971
age_residual,2013,purse_seine,10,0,0.000210262798875653,-0.000210262798875653,0.000210262798875653
age_residual,2014,longline,1,1e-08,0.00104599884725007,-0.00104598884725007,0.00104598884725007
age_residual,2014,longline,2,1.34e-06,0.00161473377589913,-0.00161339377589913,0.00161339377589913
age_residual,2014,longline,3,8.361e-05,0.00236124478646584,-0.00227763478646584,0.00227763478646584
age_residual,2014,longline,4,0.00228488,0.00476551321766661,-0.00248063321766661,0.00248063321766661
age_residual,2014,longline,5,0.02732564,0.0311828380798276,-0.00385719807982757,0.00385719807982757
age_residual,2014,longline,6,0.14300692,0.153837468690846,-0.0108305486908461,0.0108305486908461
age_residual,2014,longline,7,0.32750855,0.352101291538101,-0.0245927415381006,0.0245927415381006
age_residual,2014,longline,8,0.32822161,0.28637079742593,0.0418508125740704,0.0418508125740704
age_residual,2014,longline,9,0.14394303,0.140065018234351,0.00387801176564936,0.00387801176564936
age_residual,2014,longline,10,0.02762441,0.0266550954036638,0.000969314596336222,0.000969314596336222
age_residual,2014,purse_seine,1,0.185733591857336,0.178893302457992,0.00684028939934389,0.00684028939934389
age_residual,2014,purse_seine,2,0.418988304189883,0.419966512539408,-0.000978208349524834,0.000978208349524834
age_residual,2014,purse_seine,3,0.312104923121049,0.316723362090576,-0.00461843896952685,0.00461843896952685
age_residual,2014,purse_seine,4,0.0767691307676913,0.0705174895552366,0.00625164121245468,0.00625164121245468
age_residual,2014,purse_seine,5,0.0062353400623534,0.00870227905850494,-0.00246693899615154,0.00246693899615154
age_residual,2014,purse_seine,6,0.0001672300016723,0.00277886075172355,-0.00261163075005125,0.00261163075005125
age_residual,2014,purse_seine,7,1.4800000148e-06,0.00140923664571157,-0.00140775664569677,0.00140775664569677
age_residual,2014,purse_seine,8,0,0.000554214237386561,-0.000554214237386561,0.000554214237386561
age_residual,2014,purse_seine,9,0,0.00024194809517679,-0.00024194809517679,0.00024194809517679
age_residual,2014,purse_seine,10,0,0.000212794568283976,-0.000212794568283976,0.000212794568283976
age_residual,2015,longline,1,1e-08,0.00103363658125645,-0.00103362658125645,0.00103362658125645
age_residual,2015,longline,2,1.29e-06,0.00156143234824396,-0.00156014234824396,0.00156014234824396
age_residual,2015,longline,3,8.119e-05,0.00235148579044615,-0.00227029579044615,0.00227029579044615
age_residual,2015,longline,4,0.00223332,0.00478727059792888,-0.00255395059792888,0.00255395059792888
age_residual,2015,longline,5,0.02688389,0.0312061663737051,-0.00432227637370508,0.00432227637370508
age_residual,2015,longline,6,0.14161602,0.153722340950134,-0.0121063209501336,0.0121063209501336
age_residual,2015,longline,7,0.32644616,0.351816309418983,-0.0253701494189825,0.0253701494189825
age_residual,2015,longline,8,0.32929844,0.286521365687035,0.042777074312965,0.042777074312965
